GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
LOC128015755	0.008	0.016	0.004	0.044	0.043	0.006	0.000	0.000	0.147
LOC128015878	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128015891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128015852	0.092	0.110	0.096	0.000	0.000	0.000	0.000	0.013	0.000
LOC128015820	0.046	0.054	0.048	0.000	0.000	0.000	0.064	0.131	0.000
LOC128015843	21.955	21.047	21.434	23.688	19.244	14.902	11.292	10.514	5.101
LOC128015858	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000
LOC128015829	1.370	1.368	1.317	0.737	0.500	0.668	0.220	0.333	0.268
LOC128015887	11.716	11.811	11.667	10.921	8.249	8.141	17.876	16.928	12.088
LOC128015865	0.190	0.227	0.182	0.249	0.274	0.343	0.038	0.089	0.059
LOC128015903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128021224	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.101	0.000
LOC128015946	1.501	1.464	1.474	1.249	1.241	0.858	0.528	0.501	0.598
LOC128015959	4.325	4.227	4.312	5.712	5.415	5.378	3.960	4.021	3.787
LOC128015968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128015979	0.976	0.911	0.908	0.547	0.482	0.528	0.784	0.819	0.608
LOC128016030	0.000	0.000	0.000	0.000	0.051	0.062	0.000	0.000	0.000
LOC128016081	0.018	0.019	0.019	0.101	0.215	0.158	0.000	0.031	0.000
LOC128016039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016075	6.255	6.327	6.260	2.014	1.843	2.029	2.085	1.857	1.433
LOC128015991	1.419	1.343	1.329	1.188	1.599	1.983	0.185	0.178	0.126
LOC128016053	1.681	1.649	1.643	0.852	0.677	0.668	0.370	0.408	0.385
LOC128016048	0.434	0.393	0.401	0.189	0.050	0.252	0.000	0.000	0.024
LOC128016059	3.393	3.462	3.189	3.970	5.088	5.385	3.350	3.206	6.416
LOC128016110	24.235	23.289	23.528	16.321	12.227	12.201	10.064	10.210	18.601
LOC128016120	628.420	630.493	611.055	644.555	761.104	816.162	1178.457	1143.654	1356.435
LOC128016125	3.719	3.575	3.513	3.625	4.050	4.717	0.806	0.943	0.290
LOC128016134	0.413	0.400	0.383	0.098	0.028	0.056	0.028	0.061	0.077
LOC128016169	2.482	2.418	2.457	1.320	0.862	0.756	1.955	2.022	1.905
LOC128016183	7.521	7.446	7.474	4.943	4.011	3.334	3.375	3.494	3.856
LOC128016238	0.290	0.278	0.290	0.061	0.083	0.083	0.053	0.068	0.433
LOC128016261	6.680	6.546	6.405	3.442	3.250	2.846	3.811	3.366	2.680
LOC128016277	0.567	0.594	0.606	0.279	0.237	0.171	0.717	0.852	0.147
LOC128016286	2.649	2.669	2.592	1.229	0.959	1.017	1.078	1.211	1.587
LOC128016333	17.556	17.615	17.802	18.010	18.482	16.682	17.247	20.223	39.931
LOC127944290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016344	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.012	0.000
LOC128016368	16.792	16.042	16.131	5.704	5.877	5.002	7.630	7.578	7.687
LOC128016377	0.721	0.718	0.710	0.354	0.276	0.332	0.531	0.617	0.302
LOC128016388	0.457	0.501	0.479	0.078	0.144	0.126	0.275	0.388	0.050
LOC128016429	3.760	3.826	3.800	3.204	2.884	2.852	3.359	3.110	2.821
LOC128016439	0.282	0.342	0.336	0.332	0.313	0.324	0.309	0.641	0.000
LOC127944444	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.030	0.000
LOC128016452	0.000	0.000	0.000	0.023	0.000	0.020	0.000	0.000	0.000
LOC128016461	4.188	4.322	4.138	2.721	3.172	2.931	0.940	1.351	1.207
LOC128016470	30.704	29.993	30.444	20.916	23.713	26.214	20.335	19.665	30.762
LOC127944504	7.434	7.125	7.080	4.383	3.592	4.323	3.086	2.401	1.578
LOC128016485	0.594	0.637	0.707	0.712	0.691	0.916	0.596	0.686	1.227
LOC128016495	0.098	0.101	0.191	0.857	1.249	1.063	0.000	0.012	0.355
LOC128016546	33.133	32.296	33.595	28.118	21.197	18.216	25.577	24.244	23.464
LOC128016548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016563	0.038	0.020	0.020	0.000	0.076	0.053	0.000	0.000	0.000
LOC128016585	0.229	0.188	0.192	0.382	0.253	0.072	0.037	0.000	0.000
LOC128016592	11.615	11.618	10.911	16.783	14.765	19.859	26.954	23.375	10.417
LOC128016600	2.809	2.826	2.927	1.423	1.479	1.893	0.771	0.657	0.913
LOC128016610	0.253	0.253	0.273	0.264	0.233	0.194	0.034	0.033	0.152
LOC128016648	0.000	0.023	0.000	0.000	0.009	0.000	0.018	0.010	0.272
LOC128016663	0.027	0.126	0.029	0.000	0.000	0.000	0.110	0.106	0.115
LOC128016675	3.484	3.460	3.500	1.684	1.613	1.526	4.182	4.511	4.291
LOC128016681	4.812	4.703	4.737	3.101	3.711	2.986	6.141	6.128	5.930
LOC128016697	0.935	0.892	1.010	0.384	0.414	0.505	0.648	0.695	0.452
LOC128016708	0.887	0.953	0.886	3.874	4.762	4.509	1.260	1.939	1.121
LOC128015909	0.359	0.308	0.314	0.074	0.047	0.047	0.160	0.121	0.168
LOC128016717	8.447	8.693	8.272	5.783	8.198	7.251	7.102	6.792	10.524
LOC128016728	7.829	7.219	7.642	7.277	7.904	7.675	7.572	6.159	5.413
LOC128016746	2.000	1.896	1.943	1.350	1.476	1.599	0.789	0.753	0.591
LOC128016772	5.848	5.845	6.027	3.148	3.754	3.173	4.499	4.827	5.712
LOC128016750	2.800	2.743	2.756	2.270	2.136	1.998	2.878	2.849	1.956
LOC128016762	0.131	0.108	0.110	0.291	0.124	0.021	0.401	0.340	0.591
LOC127933117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127942514	0.000	0.000	0.000	0.000	0.122	0.122	0.000	0.000	0.000
LOC127950728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016780	1.418	1.344	1.335	0.259	0.317	0.118	0.685	0.658	1.009
faah2a	1.163	1.210	1.317	0.552	0.446	0.719	0.492	0.312	0.530
zgc:56493	74.875	76.055	72.607	92.975	98.044	120.541	161.359	164.845	238.499
vwa10.1	0.000	0.000	0.000	0.033	0.119	0.120	0.000	0.000	0.000
LOC128016802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127958778	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
vwa10.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
maml3	1.101	1.124	1.120	0.732	0.558	0.569	0.493	0.551	0.184
scoca	3.443	3.256	2.995	2.555	1.900	2.962	3.173	3.337	2.607
LOC128016853	1.881	1.893	1.865	0.801	0.958	0.910	1.743	1.903	2.304
LOC127974671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.000
LOC128016831	15.190	15.216	14.661	9.025	7.637	7.146	10.644	11.597	14.975
LOC128016899	0.022	0.046	0.023	0.515	1.053	0.756	0.215	0.269	0.000
htra3a	0.413	0.326	0.333	0.000	0.050	0.050	0.000	0.000	0.000
LOC128016879	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016839	3.004	2.802	2.748	0.643	0.517	0.549	0.369	0.317	0.357
LOC128016892	0.073	0.050	0.153	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128016917	2.263	2.336	2.383	2.172	1.189	1.334	0.939	0.629	1.083
LOC128016935	4.883	4.533	4.822	2.662	2.720	2.149	6.365	6.147	4.778
LOC127984112	0.076	0.078	0.079	0.060	0.077	0.102	0.096	0.037	0.020
si:ch211-89o9.4	0.326	0.234	0.239	0.136	0.270	0.244	0.052	0.042	0.183
LOC128016965	9.059	8.954	9.037	13.492	13.909	15.552	15.075	15.114	16.344
LOC128016986	2.545	2.493	2.379	0.580	0.787	0.556	3.775	3.527	2.770
LOC128016972	0.355	0.365	0.372	0.233	0.110	0.184	0.646	0.644	0.455
LOC128017000	0.120	0.062	0.063	0.111	0.095	0.190	0.121	0.130	0.141
LOC128016995	2.240	2.136	2.155	1.651	2.033	1.525	1.653	1.999	0.948
LOC128017016	0.250	0.282	0.327	0.740	0.798	1.440	0.422	0.517	0.633
LOC128017036	2.873	2.813	2.760	2.116	1.474	1.650	3.965	4.044	3.213
LOC128017063	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.031	0.000
LOC128017064	4.194	4.197	4.141	6.301	6.419	7.187	9.080	9.810	13.143
LOC127944573	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127944637	0.084	0.017	0.018	0.000	0.000	0.000	0.000	0.000	0.000
LOC127944736	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017066	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.028	0.000
LOC128015258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017220	13.736	13.244	13.385	6.242	6.539	5.701	7.101	6.950	13.879
LOC128017069	2.367	2.350	2.306	1.588	1.223	1.379	1.065	0.987	0.643
LOC128017174	1.425	1.396	1.492	1.228	1.913	1.737	1.951	2.819	2.731
LOC128017166	1.552	1.442	1.413	1.265	1.761	1.531	2.063	2.134	1.628
LOC128017122	3.450	3.318	3.378	1.385	1.255	1.460	2.958	2.547	2.751
LOC128017160	0.101	0.103	0.105	0.000	0.135	0.135	0.000	0.000	0.000
LOC128017196	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
cryba1l2	0.000	0.000	0.000	0.051	0.175	0.176	0.000	0.000	0.000
LOC128017146	14.598	14.166	14.074	10.970	7.864	5.989	6.724	7.698	8.156
LOC128017230	6.551	6.859	6.315	9.189	7.928	9.309	17.183	15.781	17.927
LOC128017076	10.532	10.439	10.335	8.362	9.236	9.198	11.272	11.931	8.508
LOC128017188	0.049	0.050	0.051	0.000	0.000	0.000	0.078	0.084	0.000
LOC128017109	0.000	0.000	0.000	0.041	0.044	0.000	0.000	0.000	0.000
LOC128015910	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017240	0.028	0.048	0.030	0.026	0.000	0.022	0.000	0.000	0.000
LOC128017114	0.059	0.072	0.049	0.087	0.056	0.070	0.000	0.051	0.077
LOC128017258	0.382	0.429	0.400	1.025	1.331	1.419	0.671	0.501	1.158
LOC128017266	3.273	3.161	3.088	1.646	1.484	1.814	3.162	2.777	3.043
LOC128017287	2.078	2.236	2.176	1.932	1.515	1.884	3.766	3.144	3.418
LOC128017274	1.091	1.067	1.020	1.477	1.146	1.547	1.836	2.082	1.983
LOC128017305	0.437	0.416	0.424	0.292	0.376	0.083	0.943	0.712	0.228
LOC128016628	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017238	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017327	2.699	2.588	2.766	0.686	0.588	0.375	1.371	1.674	2.578
bdh2	27.025	27.016	27.038	13.703	13.770	13.447	27.789	29.520	35.983
LOC128017317	2.357	2.368	2.257	1.797	1.490	1.756	1.853	1.587	1.963
LOC128017368	2.513	2.521	2.652	1.898	1.919	1.604	4.145	3.836	3.002
suclg1	16.341	16.668	16.159	15.065	17.566	15.812	41.587	41.842	31.229
ctnna2	0.071	0.073	0.096	0.038	0.112	0.088	0.033	0.018	0.000
lrrtm1	0.022	0.023	0.024	0.000	0.000	0.000	0.000	0.000	0.000
LOC127945012	0.052	0.054	0.055	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017398	1.269	1.303	1.245	0.562	0.809	0.543	0.640	1.292	0.810
LOC128017407	0.761	0.651	0.664	0.085	0.033	0.083	0.651	0.607	0.238
LOC128017430	6.324	5.767	5.797	3.355	3.265	4.087	2.044	2.193	2.030
LOC128017445	0.238	0.244	0.249	0.320	0.341	0.290	0.548	0.280	0.223
LOC127945346	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.095	0.000
LOC128017481	0.026	0.020	0.041	0.006	0.057	0.062	0.026	0.000	0.190
LOC128017465	2.877	2.789	2.733	1.436	1.202	1.035	2.107	2.019	2.169
LOC128017487	20.998	22.068	21.818	24.469	32.366	30.521	61.439	63.493	70.340
LOC128017503	6.342	6.138	5.900	1.438	1.416	1.254	2.138	2.219	2.170
LOC127945503	0.000	0.000	0.000	0.000	0.030	0.046	0.093	0.067	0.000
LOC128017533	0.255	0.285	0.303	3.525	4.991	5.629	0.102	0.120	0.022
zp3c	0.394	0.452	0.583	7.676	11.048	12.691	0.019	0.040	0.087
LOC128017522	1.723	1.543	1.552	1.079	0.894	1.069	1.292	0.969	1.083
LOC128017560	34.742	33.359	33.885	15.458	12.842	9.148	33.110	34.141	34.920
LOC128017575	1.094	1.059	1.032	0.273	0.312	0.245	0.380	0.348	0.429
LOC128017594	0.105	0.108	0.110	0.123	0.124	0.162	0.107	0.128	0.238
LOC127945658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000
LOC128017627	3.569	3.320	3.354	2.144	2.836	2.671	2.328	2.156	5.002
LOC128017650	1.140	1.093	1.103	0.512	0.556	0.308	1.230	1.086	0.977
LOC128017638	2.548	2.453	2.419	2.430	2.142	1.395	3.224	3.357	3.278
LOC127945883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017683	0.333	0.236	0.241	1.041	1.612	1.756	0.031	0.066	0.240
LOC128017692	0.068	0.035	0.036	0.016	0.020	0.027	0.000	0.037	0.032
LOC127945991	0.166	0.170	0.174	0.000	0.000	0.000	0.044	0.048	0.052
LOC128017700	0.000	0.000	0.000	0.369	0.599	0.714	0.029	0.094	0.000
LOC128017704	14.683	14.730	14.565	5.267	3.967	3.245	8.257	8.114	6.242
LOC128017724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017734	0.000	0.000	0.000	0.021	0.015	0.000	0.006	0.013	0.000
LOC128017772	0.000	0.000	0.000	0.049	0.176	0.114	0.000	0.000	0.099
LOC128017754	0.212	0.218	0.209	0.075	0.079	0.044	0.030	0.022	0.059
LOC128017739	1.586	1.530	1.553	1.057	0.945	0.834	0.964	0.893	0.642
LOC128017761	19.891	19.857	18.940	3.613	3.131	2.118	26.308	25.200	26.379
LOC128017781	0.200	0.175	0.210	1.037	0.872	0.990	0.036	0.109	0.153
LOC127946112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128017798	0.584	0.573	0.505	0.258	0.573	0.527	0.088	0.102	0.000
LOC128017789	0.796	0.771	0.755	0.380	0.754	0.577	0.406	0.302	0.230
LOC128020973	0.658	0.675	0.689	0.024	0.083	0.104	0.000	0.000	0.000
LOC128017813	13.470	12.765	12.866	1.264	1.336	1.273	5.517	5.763	1.327
LOC128017805	2.413	2.579	2.693	1.171	2.150	1.826	11.330	11.133	12.862
LOC128017821	12.608	12.382	12.822	18.704	18.232	23.784	38.414	37.328	40.294
zgc:136908	0.792	0.825	0.784	0.346	0.364	0.156	0.460	0.209	0.309
samd1b	0.316	0.277	0.282	0.103	0.073	0.022	0.179	0.088	0.139
LOC128017857	0.238	0.273	0.249	0.298	0.320	0.177	0.157	0.121	0.000
LOC128018151	0.834	0.819	0.797	1.425	1.014	0.986	1.208	1.078	0.951
LOC128018133	0.000	0.000	0.000	0.048	0.061	0.020	0.145	0.089	0.000
LOC128018114	0.000	0.000	0.000	0.038	0.000	0.065	0.066	0.035	0.154
LOC128018168	0.000	0.000	0.000	0.054	0.138	0.000	0.140	0.151	0.327
LOC128018097	0.000	0.000	0.000	0.057	0.097	0.073	0.000	0.107	0.116
LOC128018122	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.029	0.000
LOC128018162	3.024	2.750	2.833	1.521	1.337	0.670	1.343	1.463	1.268
LOC128017915	21.969	21.229	21.103	11.549	9.056	6.634	14.990	14.904	16.954
c3a.6	316.701	309.864	307.639	227.574	163.450	120.094	272.051	271.621	278.820
LOC128018177	0.905	1.085	1.013	4.869	3.908	2.839	8.159	8.432	9.665
c3a.1	335.773	329.180	327.369	395.370	312.395	254.585	418.431	416.863	279.652
LOC128018013	4.197	4.057	3.984	3.382	3.509	2.952	1.765	1.692	2.921
LOC128018075	0.025	0.026	0.026	0.000	0.000	0.000	0.020	0.072	0.000
LOC128017931	105.907	108.213	103.322	105.544	78.954	57.307	63.285	64.337	70.986
LOC128018045	0.994	0.948	0.967	0.131	0.126	0.154	0.371	0.184	0.333
LOC128018034	0.661	0.625	0.637	0.110	0.125	0.125	0.489	0.103	0.558
LOC128017967	29.705	29.271	28.835	16.671	12.513	8.463	15.344	16.462	18.349
LOC128018064	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.010	0.000
LOC128018089	0.036	0.037	0.038	0.000	0.000	0.000	0.000	0.046	0.000
LOC128018218	7.320	7.281	7.002	9.926	8.650	6.685	26.641	26.683	21.894
LOC127946170	0.000	0.000	0.000	0.048	0.245	0.307	0.063	0.090	0.073
LOC128021629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128022411	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000
LOC128029463	0.085	0.087	0.089	0.000	0.013	0.007	0.238	0.270	0.111
LOC128030679	0.000	0.000	0.000	0.000	0.000	0.000	0.219	0.000	0.064
LOC128023461	1.517	1.457	1.486	0.543	1.041	1.274	0.000	0.000	0.000
LOC128024958	0.000	0.000	0.000	0.000	0.121	0.121	0.000	0.000	0.000
LOC128025608	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026277	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127933787	0.473	0.549	0.496	0.028	0.240	0.217	0.221	0.224	0.529
LOC128026237	0.015	0.016	0.016	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027312	0.098	0.100	0.102	0.000	0.000	0.000	0.029	0.000	0.000
LOC128027006	0.000	0.000	0.000	0.080	0.023	0.091	0.046	0.025	0.000
LOC128030910	0.000	0.000	0.150	0.132	0.113	0.000	0.288	0.432	1.844
LOC127967348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026593	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.013	0.007
LOC128025880	0.075	0.077	0.078	0.109	0.034	0.143	0.017	0.000	0.000
LOC128027257	0.220	0.192	0.195	0.031	0.000	0.027	0.000	0.132	0.127
LOC128026906	0.602	0.600	0.577	0.047	0.054	0.049	0.068	0.059	0.053
LOC128029093	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000
epn3b	0.015	0.015	0.015	0.000	0.000	0.000	0.000	0.000	0.000
LOC128028966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027676	0.092	0.095	0.097	0.104	0.021	0.073	0.021	0.023	0.012
LOC128026278	0.069	0.055	0.056	0.093	0.042	0.024	0.000	0.000	0.022
LOC128027633	0.145	0.149	0.152	0.000	0.000	0.000	0.058	0.000	0.027
tspan34a	9.727	9.624	9.299	3.507	3.469	4.162	0.965	0.751	1.699
LOC128027561	0.000	0.000	0.000	0.038	0.048	0.000	0.000	0.000	0.000
LOC128023998	0.060	0.021	0.021	0.000	0.000	0.000	0.000	0.000	0.000
LOC127936970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000
LOC128025946	0.089	0.091	0.093	0.068	0.070	0.023	0.000	0.000	0.000
LOC128030985	0.000	0.000	0.000	0.000	0.115	0.138	0.000	0.000	0.000
LOC128030736	0.103	0.090	0.092	0.245	0.197	0.382	0.083	0.051	0.000
LOC128031358	0.000	0.023	0.000	0.103	0.088	0.035	0.036	0.000	0.063
LOC128030398	0.447	0.419	0.427	0.180	0.138	0.138	0.219	0.134	0.000
LOC128030441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000
