GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
rps9	169.553	175.603	166.426	127.708	140.302	155.807	256.171	264.989	253.788
rap1gapl	0.141	0.116	0.118	0.026	0.033	0.022	0.091	0.000	0.291
LOC127975353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
phc1	1.737	1.471	1.446	0.514	0.753	0.397	0.879	0.868	0.716
styk1b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092
LOC127975247	0.305	0.345	0.256	0.169	0.168	0.000	0.049	0.158	0.114
LOC127975161	7.427	6.844	7.319	3.541	4.361	3.020	16.511	16.084	8.040
LOC127975162	0.207	0.212	0.217	0.000	0.125	0.088	0.000	0.027	0.238
LOC127975363	2.319	2.207	2.193	1.651	1.882	2.361	2.156	1.890	3.266
LOC127974753	1.378	1.372	1.342	0.824	2.040	2.614	0.089	0.024	0.000
LOC127975532	2.951	2.834	2.991	2.355	3.993	4.843	1.262	1.067	3.568
LOC127975462	0.384	0.350	0.357	0.274	0.254	0.347	0.474	0.445	0.302
LOC127974373	17.336	17.005	17.096	8.073	8.495	6.556	7.132	7.446	9.965
LOC127975024	12.457	12.245	12.241	7.946	8.608	7.489	6.959	7.047	8.274
LOC127974964	2.581	2.603	2.628	1.930	1.813	2.026	1.750	1.597	2.126
LOC127974324	0.054	0.056	0.057	0.000	0.000	0.000	0.109	0.093	0.000
LOC127974569	5.822	5.632	5.491	5.016	4.587	4.452	4.999	5.364	7.735
LOC127974570	11.008	10.573	10.617	4.415	3.655	2.787	3.549	3.826	3.976
LOC127974571	9.879	10.003	9.882	6.898	6.278	6.287	13.555	13.572	17.982
LOC127974572	38.954	40.328	39.247	28.818	24.145	24.379	53.023	51.192	78.215
LOC127975357	0.552	0.648	0.496	0.207	0.104	0.259	0.570	0.476	0.308
LOC127975356	0.000	0.000	0.000	0.038	0.032	0.000	0.130	0.158	0.228
LOC127975402	1.553	1.629	1.602	1.098	1.025	1.144	1.725	1.339	0.824
LOC127975359	0.055	0.019	0.077	0.282	0.066	0.328	0.074	0.048	0.572
LOC127974493	0.022	0.022	0.023	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975262	3.230	3.097	3.182	1.686	1.578	1.234	1.356	1.329	1.118
LOC127974491	0.000	0.000	0.000	0.021	0.035	0.044	0.000	0.000	0.000
LOC127974754	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.058	0.000
LOC127974855	19.297	18.808	18.844	10.983	10.588	10.594	17.599	16.915	15.086
LOC127974991	7.873	7.631	7.557	4.137	3.755	3.044	6.277	6.787	6.826
LOC127975541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975418	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.129	0.129
LOC127975419	29.338	29.235	30.585	6.251	4.825	3.953	41.574	40.201	33.825
LOC127974969	2.268	2.084	2.140	0.233	0.187	0.055	1.743	1.641	0.853
LOC127974970	1.413	1.414	1.320	0.755	0.780	0.891	0.123	0.126	0.171
LOC127974628	153.835	153.782	149.793	96.719	84.006	77.784	274.366	273.550	176.715
LOC127974482	0.030	0.047	0.032	0.056	0.276	0.241	0.000	0.000	0.000
LOC127975144	13.611	13.314	13.613	10.520	8.404	9.819	16.207	18.683	20.655
rhbdl2	9.136	8.892	8.676	9.571	10.937	12.967	9.668	10.500	8.407
LOC127975175	0.280	0.288	0.294	0.065	0.044	0.022	0.169	0.121	0.000
rragca	0.620	0.559	0.610	2.120	1.672	2.194	2.234	2.251	1.725
pou3f1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974767	1.150	1.461	1.433	1.443	1.790	1.036	5.014	4.011	8.413
fhl3a	6.682	6.537	6.369	5.625	5.595	6.740	5.972	5.837	3.926
rspo1	0.198	0.288	0.196	0.605	0.635	0.470	0.056	0.060	0.230
gnl2	8.818	9.096	8.492	9.108	8.919	8.207	16.695	17.072	22.717
LOC127974813	0.101	0.156	0.106	0.491	0.478	0.539	0.630	0.785	1.256
LOC127974811	2.634	2.387	2.306	2.664	3.258	3.230	3.058	3.228	2.834
gpn2	1.931	2.175	1.892	3.803	3.828	4.423	1.402	1.718	1.693
LOC127975349	2.497	2.537	2.424	1.588	1.710	1.496	1.772	1.559	1.470
LOC127975352	1.453	1.533	1.479	0.747	0.874	0.764	1.978	1.496	1.664
zdhhc18a	7.590	7.463	7.434	8.789	7.523	6.608	10.258	10.043	11.689
tent5ba	0.754	0.712	0.726	3.938	3.316	3.484	0.518	0.482	0.148
tcea3	4.421	4.342	4.363	1.506	2.049	1.511	2.116	1.954	2.587
oprd1b	0.069	0.047	0.048	0.000	0.073	0.091	0.000	0.000	0.000
LOC127975422	1.570	1.556	1.549	3.749	4.315	4.393	1.555	2.534	2.772
LOC127974933	2.976	2.671	2.662	0.841	1.075	1.061	1.026	0.963	0.827
LOC127974436	8.791	8.953	8.190	6.482	7.078	7.339	1.461	2.039	1.687
LOC127974792	1.437	1.505	1.549	1.106	1.312	1.406	0.635	0.786	0.745
LOC127974997	2.963	2.883	2.840	0.902	0.912	1.073	1.396	1.323	1.139
LOC127974327	0.000	0.000	0.093	0.206	0.334	0.352	0.000	0.000	0.418
LOC127975355	0.289	0.280	0.252	0.141	0.076	0.070	0.077	0.152	0.301
LOC127974396	0.350	0.345	0.316	0.117	0.138	0.058	0.016	0.021	0.027
si:dkey-34d22.1	0.201	0.185	0.211	0.294	0.367	0.292	0.213	0.201	0.079
LOC127974399	1.862	1.677	1.830	0.530	0.858	0.655	0.460	0.494	0.859
LOC127974400	12.044	11.520	11.599	11.186	12.123	9.502	14.447	15.166	12.059
LOC127974398	4.153	4.098	4.369	5.239	3.782	3.716	5.403	5.874	7.346
LOC127975209	94.189	97.148	93.996	67.448	52.232	34.186	123.797	123.250	49.056
LOC127974830	3.504	3.569	3.562	1.961	1.781	1.174	1.779	2.184	2.401
si:ch211-1i11.3	18.416	18.064	17.650	9.281	6.898	5.819	12.891	12.287	11.755
map7d1a	31.032	29.792	29.969	9.986	8.359	5.507	27.867	28.319	16.129
thrap3a	1.000	0.994	1.014	0.551	0.569	0.720	0.179	0.198	0.327
LOC127974673	16.233	16.042	16.213	9.492	8.979	9.131	5.955	4.457	4.950
LOC127974674	3.696	3.449	3.489	0.518	0.772	0.751	1.192	0.700	1.863
LOC127974772	3.604	3.715	3.642	2.735	2.728	2.995	5.880	5.649	3.753
oscp1b	1.715	1.682	1.769	1.752	1.814	1.767	2.190	2.206	1.355
mrps15	3.766	4.350	3.663	6.501	7.788	7.534	8.483	9.420	9.831
sh3bp5b	0.498	0.431	0.439	0.303	0.475	0.496	0.000	0.000	0.246
LOC127974882	4.004	4.059	3.946	4.644	3.583	3.718	3.176	3.248	3.829
col6a4a	7.236	6.865	6.921	1.709	1.653	1.895	1.867	2.104	0.819
pik3r4	4.419	4.284	4.273	2.554	2.625	1.983	3.123	3.058	3.267
LOC127974500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
pnp4b	550.215	546.043	542.711	462.251	355.057	267.818	356.499	354.361	406.377
LOC127974343	2.135	2.027	2.098	1.041	0.979	1.453	0.658	0.870	2.014
kiaa0319	1.329	1.420	1.373	1.020	0.848	1.041	1.351	1.091	1.644
LOC127974982	6.167	6.159	6.091	3.255	2.838	2.818	5.451	5.480	5.536
LOC127974984	0.488	0.535	0.477	0.994	1.154	0.770	1.360	1.263	2.807
LOC127974983	1.209	1.150	1.138	1.190	1.162	1.024	1.069	0.803	0.769
LOC127974985	5.379	4.955	4.984	3.142	3.154	3.446	2.513	2.649	2.160
LOC127974986	0.246	0.316	0.258	0.157	0.413	0.438	0.829	0.943	0.808
prune	1.450	1.522	1.473	1.079	0.859	0.723	1.559	2.321	2.391
LOC127974988	0.744	0.764	0.733	1.460	2.225	2.582	0.367	0.186	0.286
pi4kb	17.462	17.041	17.036	16.562	13.119	10.036	10.928	10.736	9.681
selenbp1	0.678	0.649	0.777	0.500	0.462	0.499	1.236	1.334	0.781
pogzb	2.493	2.601	2.445	1.773	1.417	1.556	2.748	2.285	1.634
si:dkey-23o4.6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
plekho1b	0.054	0.037	0.038	0.192	0.142	0.234	0.036	0.054	0.068
mrap2a	0.881	0.948	0.879	0.213	0.182	0.066	0.169	0.362	0.491
cep162	2.796	2.590	2.580	1.085	0.924	0.908	0.954	1.024	0.968
si:ch211-198c19.1	1.169	1.165	1.332	2.194	2.600	1.817	0.221	0.178	1.095
adgrb1a	0.129	0.101	0.103	0.019	0.020	0.016	0.000	0.000	0.000
tsnare1	0.000	0.000	0.000	0.066	0.182	0.253	0.000	0.000	0.000
snrnp48	22.480	22.527	21.851	9.663	9.644	7.604	10.558	11.482	14.165
LOC127974935	0.089	0.091	0.093	0.068	0.105	0.047	0.095	0.178	0.180
LOC127974937	24.082	23.650	23.739	5.183	4.525	3.750	11.004	9.562	6.126
LOC127974401	0.089	0.061	0.062	0.000	0.000	0.000	0.000	0.000	0.111
LOC127974992	25.624	27.000	25.378	24.259	29.839	32.280	52.755	51.918	35.756
LOC127975009	9.686	9.792	9.107	7.722	7.650	7.035	6.469	5.659	4.248
LOC127975220	0.000	0.000	0.000	0.153	0.000	0.145	0.059	0.095	0.000
trhra	0.054	0.055	0.057	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975107	6.112	6.396	5.909	16.851	22.869	26.147	10.435	9.929	14.042
gdf6a	0.396	0.406	0.414	0.439	0.166	0.437	0.042	0.023	0.074
LOC127975131	8.750	8.563	8.857	21.488	18.024	14.524	4.859	4.557	4.352
LOC127975136	4.490	4.591	4.838	4.221	4.876	6.180	4.617	4.890	7.965
LOC127975135	0.128	0.131	0.134	0.155	0.296	0.316	0.039	0.041	0.030
kiaa1143	3.392	3.148	3.177	2.986	2.492	3.756	3.354	3.823	5.807
gpd1l	1.726	1.744	1.690	1.065	1.371	1.550	0.857	0.956	1.328
osbpl10b	0.914	0.843	0.763	0.364	0.374	0.319	0.177	0.239	0.249
LOC127975128	3.558	3.431	3.346	4.100	3.588	4.166	10.024	10.784	6.393
tgfbr2b	7.062	7.194	7.046	2.551	3.303	3.483	1.903	1.861	2.519
LOC127974626	3.193	3.083	3.170	0.951	0.848	0.623	1.096	1.109	0.990
hint3	1.964	1.953	2.249	4.598	4.351	3.727	6.335	6.374	7.533
si:dkey-29b11.3	0.064	0.066	0.067	0.000	0.000	0.000	0.103	0.165	0.180
trmt11	4.051	4.088	4.048	5.276	4.769	3.912	8.063	8.851	6.851
cenpw	0.439	0.351	0.460	5.009	6.150	7.005	0.078	0.294	0.914
rspo3	0.552	0.617	0.697	0.571	0.716	0.794	0.639	0.420	1.400
mettl6	6.445	5.943	6.125	4.167	3.737	3.554	6.544	5.632	8.947
cfap418	5.842	5.861	5.700	4.392	2.984	3.662	2.915	3.357	3.500
LOC127975361	2.927	2.878	2.850	1.809	1.314	1.543	1.099	1.462	1.435
plekhf2	1.954	2.389	2.177	1.348	1.271	1.444	1.695	1.979	1.977
LOC127974975	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974774	3.272	3.222	3.310	0.391	1.017	0.931	2.199	2.801	1.147
nagpa	2.176	2.290	2.287	3.446	3.026	2.542	3.665	3.572	4.536
tp53inp1	22.580	22.749	21.509	14.043	12.127	9.050	59.529	59.960	24.856
ccne2	0.344	0.427	0.322	0.921	1.297	1.370	0.887	1.154	0.068
si:dkey-22o22.2	0.037	0.038	0.039	0.003	0.003	0.000	0.005	0.006	0.035
LOC127975513	6.396	7.092	6.484	3.502	3.910	3.835	11.058	10.409	8.870
LOC127974412	0.086	0.088	0.090	0.149	0.076	0.144	0.268	0.223	0.202
LOC127975412	4.917	5.049	5.053	3.290	3.715	4.721	1.702	1.946	3.231
scap	5.084	4.983	4.865	3.175	3.841	4.555	6.097	5.539	3.558
ptpn23a	4.980	4.846	4.897	3.205	3.509	3.270	3.286	3.759	4.102
LOC127974502	0.028	0.029	0.029	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974338	0.059	0.060	0.062	0.150	0.301	0.383	0.047	0.101	0.028
cmtm6	14.272	13.815	13.725	13.561	13.142	15.370	12.013	11.581	9.711
LOC127974262	3.502	3.341	3.408	1.333	1.976	1.940	0.958	1.392	1.001
si:dkey-11p23.7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975251	5.901	5.888	5.658	3.567	3.929	4.747	7.212	7.724	9.642
LOC127975252	1.029	1.177	1.092	1.037	0.739	1.079	2.188	2.067	2.369
LOC127974757	0.056	0.039	0.039	0.156	0.030	0.222	0.000	0.000	0.000
LOC127975238	0.027	0.028	0.028	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974477	0.000	0.000	0.000	0.027	0.057	0.046	0.094	0.025	0.055
LOC127974476	0.574	0.563	0.574	0.350	0.823	0.783	0.220	0.068	0.832
LOC127974474	5.107	4.997	4.942	2.530	2.487	2.999	2.775	2.422	1.851
LOC127974475	1.379	1.344	1.536	2.876	2.609	3.264	0.805	0.893	0.560
LOC127975364	7.907	7.750	7.781	4.498	3.573	3.001	6.281	6.031	9.953
LOC127975011	2.139	2.226	2.248	0.953	1.038	0.687	2.222	2.483	1.687
LOC127975485	0.231	0.237	0.193	1.772	3.145	3.696	1.335	1.074	2.876
LOC127975507	0.000	0.000	0.000	0.107	0.182	0.000	1.186	1.073	0.163
LOC127975468	11.643	11.251	11.402	13.486	10.391	6.879	10.869	11.014	6.918
LOC127975489	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975504	1.756	1.842	1.675	0.541	0.830	0.646	0.219	0.538	0.000
LOC127975488	2.276	2.036	1.923	1.223	1.697	2.047	0.649	0.295	1.078
LOC127975492	4.837	4.809	4.745	1.607	1.851	1.276	6.472	6.210	3.112
fli1rs	10.938	10.471	10.537	3.245	3.062	3.297	2.543	2.001	3.562
zp3d.2	1.794	1.687	1.602	3.721	4.582	6.019	4.142	3.028	2.991
LOC127975491	0.388	0.374	0.381	0.045	0.057	0.038	0.409	0.126	0.250
LOC127975469	6.368	6.418	6.366	2.956	2.547	2.300	4.767	5.203	4.067
alkbh8	2.474	2.746	2.328	4.793	4.806	5.960	5.654	5.590	5.654
LOC127975500	18.092	19.950	17.600	18.435	23.229	26.556	82.173	84.358	99.653
LOC127975484	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.021	0.000
LOC127975476	1.473	1.397	1.425	0.052	0.210	0.155	0.000	0.000	0.079
LOC127975465	2.415	2.588	2.442	1.736	2.224	2.072	2.755	2.917	2.483
si:ch211-215k15.4	0.000	0.000	0.000	0.055	0.023	0.000	0.000	0.000	0.000
herpud2	11.625	11.240	10.847	6.333	4.353	5.072	8.377	8.463	7.377
tbx20	0.133	0.137	0.139	0.000	0.000	0.000	0.150	0.069	0.000
dpy19l1l	5.690	5.685	5.917	2.966	1.973	1.662	6.633	6.791	5.189
slc4a7	1.526	1.631	1.715	0.590	0.776	0.580	1.739	1.591	1.690
si:ch211-135n15.2	1.078	1.186	1.109	0.588	0.561	0.304	2.506	2.838	1.353
LOC127975477	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.054
LOC127975503	2.349	2.313	2.319	1.140	0.713	0.714	1.407	0.913	0.794
txnipb	1.967	1.665	1.735	23.558	17.983	15.327	1.331	0.937	2.878
hjv	14.723	14.595	14.589	13.543	10.173	6.337	12.728	12.902	9.414
thbs3a	0.692	0.664	0.677	0.252	0.331	0.233	0.483	0.518	0.478
mtx1a	1.441	1.464	1.509	0.708	0.650	0.675	1.616	1.876	3.221
nudt17	9.217	8.988	9.111	5.928	6.144	5.249	7.296	8.321	7.871
si:dkey-7j14.5	0.377	0.348	0.355	0.209	0.312	0.431	0.212	0.211	0.106
si:dkey-7j14.6	30.445	28.372	28.295	20.328	20.175	20.826	50.409	49.088	21.108
LOC127975471	0.895	0.919	0.852	0.213	0.203	0.139	0.403	0.351	0.394
rundc3b	0.000	0.021	0.000	0.198	0.402	0.451	0.033	0.018	0.000
LOC127975494	1.910	1.759	1.794	2.313	2.591	1.383	7.737	7.639	8.175
dbf4	0.504	0.488	0.498	0.360	0.352	0.557	0.023	0.050	0.351
LOC127975467	2.505	2.494	2.443	1.301	0.985	0.892	1.221	1.296	1.630
cldn12	2.282	2.046	1.976	2.139	2.745	2.652	2.787	2.662	2.709
LOC127975470	0.374	0.316	0.323	0.194	0.305	0.207	0.674	0.684	0.510
LOC127975463	0.773	0.726	0.689	1.999	1.748	2.185	0.277	0.220	0.277
LOC127975415	2.934	2.930	2.823	6.417	6.027	8.350	1.847	2.187	5.572
mrpl32	7.402	8.286	7.636	12.561	15.959	18.177	10.955	10.602	13.507
LOC127974516	0.210	0.154	0.157	0.000	0.000	0.000	0.048	0.000	0.000
LOC127974439	4.063	4.486	3.864	4.953	4.058	2.320	59.141	57.604	24.803
LOC127974705	11.764	11.440	11.538	7.175	6.120	5.174	6.512	6.308	6.600
si:dkey-122a22.2	0.073	0.075	0.077	1.149	1.593	2.422	1.840	1.554	1.301
LOC127975139	0.154	0.143	0.146	0.265	0.243	0.180	0.059	0.057	0.000
LOC127975243	0.035	0.036	0.036	0.064	0.165	0.124	0.028	0.000	0.000
LOC127975014	0.688	0.639	0.652	0.443	0.403	0.462	0.049	0.036	0.078
LOC127974759	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.097	0.000
zmp:0000000951	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.000	0.000
LOC127974520	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000
LOC127974638	0.877	0.831	0.979	0.493	0.527	0.420	0.977	0.940	0.890
LOC127974647	14.679	14.422	14.137	7.811	7.045	6.990	8.361	8.426	10.889
LOC127974642	7.988	8.674	7.733	4.367	4.762	5.246	0.648	0.794	2.279
LOC127974648	1.572	1.579	1.478	0.860	0.841	0.950	0.525	0.267	1.258
LOC127974659	11.855	12.326	11.281	6.667	6.959	6.477	1.825	1.591	3.977
sult2st3	1.549	1.628	1.585	0.667	0.653	1.279	0.347	0.062	0.506
tmem147	1.791	1.839	1.744	1.366	2.128	2.404	6.007	6.039	2.767
LOC127974650	25.157	24.164	24.126	15.098	17.046	20.634	6.056	4.948	3.602
LOC127974656	13.630	13.315	13.305	5.692	9.799	11.692	0.266	0.228	0.000
LOC127974655	5.849	5.801	5.654	3.823	4.286	4.779	2.270	2.291	1.284
LOC127974654	1.142	0.959	0.869	0.336	0.082	0.246	0.292	0.447	0.000
LOC127974653	6.423	6.638	6.552	1.235	2.629	4.047	0.235	0.072	0.000
fxyd3	80.683	78.732	76.496	35.184	41.050	49.477	94.008	98.796	93.177
LOC127974658	1.514	1.555	1.520	0.175	0.199	0.348	0.659	0.761	0.650
LOC127974645	0.129	0.132	0.135	0.083	0.051	0.000	0.558	0.377	0.325
hpn	21.223	20.931	21.293	8.532	8.463	5.992	46.591	46.247	25.963
LOC127974641	0.507	0.435	0.444	0.115	0.072	0.039	0.321	0.416	0.109
dnase2	15.071	14.645	15.307	8.349	6.833	5.912	10.462	10.029	9.525
LOC127974640	2.225	2.227	2.156	1.404	1.179	1.471	0.468	0.418	0.948
LOC127974494	0.036	0.037	0.038	0.075	0.000	0.085	0.000	0.000	0.000
syngap1b	0.006	0.006	0.006	0.005	0.002	0.000	0.000	0.000	0.000
LOC127974980	1.854	1.838	1.791	0.909	1.133	0.977	1.515	1.749	1.146
paqr6	2.672	2.504	2.450	2.113	2.009	1.811	1.443	1.797	2.317
ntrk1	89.530	86.751	87.385	62.023	45.972	31.589	29.974	29.394	56.496
LOC127974442	0.302	0.372	1.200	50.818	37.484	22.503	6.977	6.498	2.826
LOC127974443	4.933	4.815	8.101	207.546	176.471	115.700	40.567	39.534	20.204
rbm8a	22.191	21.216	21.242	21.782	22.796	26.276	39.580	37.014	66.520
otud7b	3.964	3.966	4.040	1.848	1.751	1.934	2.691	2.703	1.987
mtmr11	0.892	0.942	0.948	0.523	0.396	0.486	1.343	1.419	0.989
LOC127975398	0.000	0.000	0.000	0.095	0.000	0.102	0.031	0.000	0.000
bola1	2.529	2.475	2.483	5.629	4.949	5.954	5.461	5.143	6.702
nr2f5	2.127	1.984	2.132	2.087	1.706	0.890	3.303	3.677	1.786
LOC127974796	2.927	2.858	2.778	1.837	2.306	2.742	3.675	3.402	5.045
rpz6	0.445	0.429	0.438	0.000	0.000	0.000	0.022	0.023	0.177
LOC127974797	0.784	0.738	0.753	0.665	0.669	0.928	0.709	1.267	1.286
LOC127974794	0.115	0.118	0.121	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974814	5.937	6.009	6.678	1.903	1.727	2.089	3.117	2.675	3.098
LOC127974816	2.492	2.523	2.549	1.963	2.063	2.566	4.124	3.520	3.135
tmem176l.1	12.275	12.120	11.997	7.272	8.108	8.971	8.874	8.335	6.734
LOC127974801	3.699	3.655	3.675	2.953	3.024	3.018	7.959	8.605	6.090
LOC127974803	20.797	20.767	20.436	15.011	12.597	14.830	24.777	21.865	32.733
LOC127974802	2.882	2.698	2.552	2.431	2.504	3.327	1.226	1.571	1.430
rab11al	0.304	0.337	0.369	1.495	2.192	2.933	0.332	0.429	0.524
LOC127974819	0.109	0.104	0.106	0.070	0.106	0.086	0.034	0.036	0.087
LOC127975221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974368	0.184	0.180	0.184	0.136	0.096	0.122	0.003	0.000	0.000
LOC127975399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975344	0.730	0.654	0.598	0.467	0.627	0.796	0.384	0.423	0.423
LOC127975345	0.351	0.360	0.326	0.018	0.031	0.031	0.156	0.269	0.255
LOC127975268	3.170	3.203	3.246	2.587	2.585	2.142	2.587	2.141	3.510
col28a1b	0.046	0.062	0.048	0.000	0.024	0.018	0.012	0.026	0.000
si:dkey-256h2.1	2.157	2.042	2.012	1.590	2.337	2.801	1.463	1.240	0.895
septin7b	34.083	33.657	33.464	19.829	19.777	18.032	26.433	25.459	34.029
LOC127974306	2.170	2.117	2.250	0.723	0.581	0.445	3.941	4.247	3.661
LOC127974307	0.274	0.337	0.229	0.101	0.000	0.129	1.187	1.061	1.768
LOC127975250	0.020	0.015	0.024	0.000	0.000	0.000	0.000	0.000	0.014
LOC127974684	26.895	26.899	27.059	20.484	20.114	22.434	25.765	27.956	31.298
LOC127974683	11.248	10.904	11.006	8.584	9.147	9.776	7.613	7.771	8.749
LOC127975010	0.665	0.619	0.632	0.430	0.388	0.509	0.624	0.711	0.682
LOC127975417	1.426	1.329	1.401	0.690	1.020	0.779	0.159	0.303	0.247
LOC127974690	6.474	6.375	6.144	3.699	2.942	3.329	3.976	4.952	4.938
notchl	2.739	3.010	2.774	0.597	1.177	0.884	0.682	0.576	0.955
tap1	4.499	4.471	4.359	1.146	1.924	1.547	3.209	4.418	2.593
LOC127975327	1.162	1.108	1.131	0.675	0.697	1.038	0.479	0.470	0.713
LOC127975328	1.997	1.730	1.699	0.317	0.049	0.320	0.100	0.242	0.000
LOC127974776	0.386	0.340	0.338	0.079	0.064	0.054	0.235	0.172	0.203
LOC127974761	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974713	0.693	0.705	0.666	0.251	0.109	0.154	0.187	0.358	0.236
LOC127974770	0.546	0.542	0.534	0.405	0.596	0.611	0.251	0.217	0.371
si:dkey-82o10.4	0.113	0.116	0.118	0.365	0.244	0.200	0.068	0.049	0.660
rab5ab	5.593	5.521	5.512	2.775	3.224	3.129	6.935	7.725	5.658
LOC127974279	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.047
ube2e2	4.308	4.345	4.272	2.618	3.213	3.198	6.350	6.263	5.590
nr1d2a	188.710	183.809	183.334	86.749	69.696	54.447	255.028	246.136	178.329
nek10	0.047	0.068	0.049	0.017	0.022	0.007	0.554	0.675	0.248
si:ch211-231m23.4	0.662	0.642	0.655	0.374	0.203	0.493	0.000	0.000	0.000
lim2.5	0.135	0.138	0.106	0.000	0.000	0.000	0.244	0.261	0.000
vsig10l	0.000	0.000	0.000	0.186	0.095	0.201	0.248	0.324	0.000
etfb	10.472	10.667	10.278	6.009	5.485	5.947	20.108	19.707	17.057
LOC127974479	0.068	0.070	0.071	0.031	0.361	0.349	0.014	0.000	0.000
hamp	0.212	0.218	0.222	19.837	20.533	26.760	1.621	1.830	2.686
iglon5	0.000	0.000	0.000	0.013	0.000	0.016	0.000	0.000	0.000
LOC127974428	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127974426	0.754	0.744	0.759	1.218	2.435	3.046	0.202	0.434	0.513
LOC127974427	0.264	0.246	0.251	0.599	0.113	0.473	0.039	0.000	0.135
LOC127974430	0.057	0.058	0.059	2.253	3.123	3.865	0.046	0.024	0.186
si:dkeyp-97a10.2	10.867	10.274	10.330	1.989	2.236	2.398	2.488	2.496	3.090
LOC127974259	1.415	1.391	1.331	0.658	0.912	0.866	1.318	1.487	1.115
LOC127974260	0.912	0.907	0.948	0.951	1.181	0.960	0.989	1.024	0.862
LOC127974340	0.650	0.667	0.526	0.628	0.674	1.025	2.254	1.985	2.158
hmgn2	48.817	47.136	47.697	58.258	57.855	56.672	29.691	31.077	43.615
LOC127975000	0.763	0.752	0.740	0.305	0.427	0.277	0.062	0.049	0.068
LOC127975003	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.047	0.000
LOC127975425	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
fam110d	0.246	0.237	0.225	0.257	0.276	0.276	0.434	0.486	0.551
LOC127974998	0.295	0.324	0.300	0.360	0.306	0.291	0.352	0.395	0.211
LOC127975424	5.984	5.863	5.864	3.650	2.751	2.309	6.600	6.396	4.530
LOC127974330	0.095	0.110	0.099	0.018	0.030	0.045	0.015	0.016	0.136
fabp10a	5587.060	5549.324	5911.140	1432.444	1211.004	1007.675	5396.885	5476.360	30847.997
srsf10a	17.494	17.777	17.310	9.547	7.830	6.918	15.104	15.371	16.330
ubr5	3.699	3.595	3.558	1.855	1.767	1.579	2.969	3.144	1.467
azin1a	0.767	0.787	0.769	1.299	1.744	1.491	0.868	0.624	0.719
LOC127975346	5.174	4.914	4.877	2.297	3.159	2.878	5.009	5.040	5.236
spire1b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
cep72	0.346	0.334	0.341	1.110	1.250	0.642	0.409	0.193	0.801
LOC127975170	1.167	1.131	1.086	0.680	1.004	0.776	3.246	3.371	1.853
zdhhc11	0.071	0.073	0.074	0.000	0.056	0.070	0.000	0.000	0.000
brd9	15.277	15.065	15.059	9.103	6.776	7.056	9.297	8.863	10.339
trip13	0.000	0.000	0.000	0.630	1.475	1.678	0.034	0.110	0.179
nkd2b	0.218	0.248	0.253	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975376	0.968	0.920	1.051	0.332	0.000	0.311	0.807	0.742	0.000
ptdss1a	1.917	1.829	1.916	1.023	0.965	1.092	0.914	0.692	0.976
kif13a	3.257	3.188	3.222	1.129	0.838	0.745	1.402	1.463	2.082
LOC127974666	2.841	2.842	2.796	3.308	3.106	2.435	1.082	1.372	1.102
LOC127974667	7.471	7.620	7.333	4.233	5.379	5.055	6.679	7.528	4.984
LOC127974669	0.080	0.082	0.084	0.419	0.377	0.231	0.043	0.023	0.050
smpd5	2.911	2.988	3.099	2.094	1.478	1.748	4.157	3.666	3.455
